Date,Confirmed,Deceased,Recovered
2020-09-15,4263,36,3131
2020-09-16,4473,33,3313
2020-09-17,4432,38,3587
2020-09-18,4127,30,3568
2020-09-19,4071,38,4219
2020-09-20,3812,37,3742
2020-09-21,2548,32,3672
2020-09-22,3816,37,3097
2020-09-23,3714,36,4465
2020-09-24,3834,36,3509
2020-09-25,3827,24,4061
2020-09-26,3372,46,4476
2020-09-27,3292,42,3739
2020-09-28,1984,37,4052
2020-09-29,3227,48,2778
2020-09-30,3390,41,3965
2020-10-01,3037,40,3167
2020-10-02,2920,37,3171
2020-10-03,2258,34,3440
2020-10-04,2683,38,3126
2020-10-05,1947,32,3588
2020-10-06,2676,39,2997
2020-10-07,2871,35,3370
2020-10-08,2726,37,2643
2020-10-09,2860,39,3098
2020-10-10,2866,48,2766
2020-10-11,2780,29,3057
2020-10-12,1849,40,2975
2020-10-13,3036,45,2036
2020-10-14,3324,44,2867
2020-10-15,3483,26,2755
2020-10-16,3428,22,3197
2020-10-17,3259,35,3154
2020-10-18,3299,28,2863
2020-10-19,2154,31,2845
2020-10-20,3579,41,2186
2020-10-21,3686,47,3444
2020-10-22,3882,35,2727
2020-10-23,4086,26,3296
2020-10-24,4116,36,3614
2020-10-25,4136,33,3826
2020-10-26,2832,54,3736
2020-10-27,4853,44,2722
2020-10-28,5673,40,4128
2020-10-29,5739,27,4138
2020-10-30,5891,47,4433
2020-10-31,5062,41,4665
2020-11-01,5664,51,4159
2020-11-02,4001,42,4824
2020-11-03,6725,48,3610
2020-11-04,6842,51,5797
2020-11-05,6715,66,5289
2020-11-06,7178,64,6121
2020-11-07,6953,79,6338
2020-11-08,7745,77,6069
2020-11-09,5023,71,7014
2020-11-10,7830,83,6157
2020-11-11,8593,85,7264
2020-11-12,7053,104,6462
2020-11-13,7802,91,6498
2020-11-14,7340,96,7117
2020-11-15,3235,95,7606
2020-11-16,3797,99,3560
2020-11-17,6396,99,4421
2020-11-18,7486,131,6901
2020-11-19,7546,98,6685
2020-11-20,6608,118,8775
2020-11-21,5879,111,6963
2020-11-22,6746,121,6154
2020-11-23,4454,121,7216
2020-11-24,6224,109,4943
2020-11-25,5246,99,5361
2020-11-26,5475,91,4937
2020-11-27,5482,98,5937
2020-11-28,4998,89,6512
2020-11-29,4906,68,6325
2020-11-30,3726,108,5824
2020-12-01,4006,86,5036
2020-12-02,3944,82,5329
2020-12-03,3734,82,4834
2020-12-04,4067,73,4862
2020-12-05,3419,77,4916
2020-12-06,2706,69,4622
2020-12-07,1674,63,3818
2020-12-08,3188,57,3307
2020-12-09,2463,50,4177
2020-12-10,1575,61,3307
2020-12-11,2385,60,2402
2020-12-12,1935,47,3191
2020-12-13,1984,33,2539
2020-12-14,1376,60,2854
2020-12-15,1617,41,2343
2020-12-16,1547,32,2734
2020-12-17,1363,35,2391
2020-12-18,1418,37,2160
2020-12-19,1139,32,2168
2020-12-20,1091,26,1275
2020-12-21,803,27,1669
2020-12-22,939,25,1434
2020-12-23,871,18,1585
2020-12-24,1063,37,1120
2020-12-25,758,30,1370
2020-12-26,655,23,988
2020-12-27,757,16,939
2020-12-28,564,21,959
2020-12-29,703,28,850
2020-12-30,677,21,940
2020-12-31,574,13,888
2021-01-01,585,21,717
2021-01-02,494,14,496
2021-01-03,424,14,708
2021-01-04,384,12,727
2021-01-05,442,12,557
2021-01-06,654,16,719
2021-01-07,486,19,780
2021-01-08,444,10,823
2021-01-09,519,12,603
2021-01-10,399,12,602
2021-01-11,306,13,407
2021-01-12,386,16,545
2021-01-13,357,11,534
2021-01-14,340,4,390
2021-01-15,295,10,427
2021-01-16,299,6,397
2021-01-17,246,8,385
2021-01-18,161,8,362
2021-01-19,231,10,222
2021-01-20,228,10,405
2021-01-21,227,8,246
2021-01-22,266,7,319
2021-01-23,197,10,367
2021-01-24,185,9,315
2021-01-25,148,5,190
2021-01-26,157,7,218
2021-01-27,96,9,212
2021-01-28,199,6,119
2021-01-29,249,6,267
2021-01-30,183,8,290
2021-01-31,140,4,211
2021-02-01,121,3,214
2021-02-02,114,2,160
2021-02-03,150,6,153
2021-02-04,158,7,165
2021-02-05,154,2,140
2021-02-06,123,4,151
2021-02-07,119,2,179
2021-02-08,125,3,138
2021-02-09,100,0,144
2021-02-10,127,2,131
2021-02-11,142,2,135
2021-02-12,141,3,136
2021-02-13,126,0,138
2021-02-14,150,2,158
2021-02-15,141,2,134
2021-02-16,94,1,110
2021-02-17,134,0,75
2021-02-18,130,2,153
2021-02-19,158,1,157
2021-02-20,152,1,179
2021-02-21,145,2,97
2021-02-22,128,1,157
2021-02-23,145,2,130
2021-02-24,200,2,115
2021-02-25,220,0,188
2021-02-26,256,1,193
2021-02-27,243,3,164
2021-02-28,197,1,168
2021-03-01,175,1,105
2021-03-02,217,0,78
2021-03-03,240,3,196
2021-03-04,261,1,143
2021-03-05,312,3,231
2021-03-06,321,1,320
2021-03-07,286,2,260
2021-03-08,239,3,309
2021-03-09,320,4,234
2021-03-10,370,3,279
2021-03-11,409,3,286
2021-03-12,431,2,356
2021-03-13,419,3,302
